Type;Rent;Move in price;Address;Link
1 værelses lejlighed på 38 m²;4.495;18.530,-;Herluf Trolles Gade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/38m2-1-vaer-id-4208019
2 værelses lejlighed på 61 m²;4.495;23.225,-;Kastetvej, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/61m2-2-vaer-id-4965465
2 værelses lejlighed på 65 m²;4.495;22.925,-;Færøgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5153041
2 værelses lejlighed på 56 m²;4.495;23.175,-;Kastetvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/56m2-2-vaer-id-5037606
2 værelses lejlighed på 48 m²;4.498;18.542,-;Brettevillesgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/48m2-2-vaer-id-4573511
2 værelses lejlighed på 68 m²;4.500;18.400,-;Himmerlandsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/68m2-2-vaer-id-5155705
2 værelses lejlighed på 49 m²;4.500;18.550,-;Valdemarsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/49m2-2-vaer-id-4993550
2 værelses lejlighed på 62 m²;4.500;18.500,-;Samsøgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-5138978
2 værelses lejlighed på 67 m²;4.500;18.400,-;Teglværks Alle, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/67m2-2-vaer-id-4192112
2 værelses lejlighed på 41 m²;4.500;18.800,-;Hadsundvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/41m2-2-vaer-id-3943492
2 værelses lejlighed på 45 m²;4.500;18.800,-;Hadsundvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/45m2-2-vaer-id-5143490
2 værelses lejlighed på 65 m²;4.500;23.000,-;Sjællandsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5171671
2 værelses lejlighed på 49 m²;4.500;18.500,-;Christiansgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/49m2-2-vaer-id-2251400
1 værelses lejlighed på 54 m²;4.500;18.700,-;Signalvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/54m2-1-vaer-id-1925697
2 værelses lejlighed på 63 m²;4.500;18.575,-;Østerbro, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5154074
2 værelses lejlighed på 61 m²;4.500;23.250,-;Ane Dams Gade, 9400 Aalborg, Nørresundby - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/61m2-2-vaer-id-5150929
2 værelses lejlighed på 60 m²;4.500;23.000,-;Ny Kastetvej, 9000 Aalborg, Aalborg - Kælder;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-4306683
2 værelses lejlighed på 61 m²;4.511;23.005,-;Arkildsdal, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/61m2-2-vaer-id-5163419
3 værelses lejlighed på 68 m²;4.514;23.304,-;Helgolandsgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/68m2-3-vaer-id-5140626
2 værelses lejlighed på 45 m²;4.529;23.067,-;Bonnesensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/45m2-2-vaer-id-5148328
2 værelses lejlighed på 54 m²;4.561;20.981,-;Smedegårdsvej, 9220 Aalborg, Aalborg Øst;https://www.boligportal.dk/lejligheder/aalborg/54m2-2-vaer-id-4942688
2 værelses rækkehus på 54 m²;4.561;20.934,-;Smedegårdsvej, 9220 Aalborg, Aalborg Øst;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/54m2-2-vaer-id-2922291
2 værelses lejlighed på 48 m²;4.574;23.370,-;Ryesgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/48m2-2-vaer-id-5106276
2 værelses lejlighed på 50 m²;4.576;23.479,-;Borgergade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-5138511
2 værelses lejlighed på 63 m²;4.593;23.565,-;Falstersgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5171580
2 værelses lejlighed på 68 m²;4.600;18.800,-;Hobrovej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/68m2-2-vaer-id-4723128
2 værelses lejlighed på 57 m²;4.600;24.800,-;Vesterbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/57m2-2-vaer-id-5154734
2 værelses lejlighed på 54 m²;4.600;18.800,-;Turøgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/54m2-2-vaer-id-4431844
2 værelses lejlighed på 58 m²;4.600;9.200,-;Herluf Trolles Gade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/58m2-2-vaer-id-4646925
2 værelses lejlighed på 40 m²;4.600;23.300,-;Dalgasgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/40m2-2-vaer-id-3557700
2 værelses lejlighed på 50 m²;4.600;18.400,-;Østerbro, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-4153959
2 værelses lejlighed på 50 m²;4.600;32.950,-;Møllevej, 9400 Aalborg, Nørresundby;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-5174187
2 værelses lejlighed på 55 m²;4.639;21.369,-;Smedegårdsvej, 9220 Aalborg, Aalborg Øst;https://www.boligportal.dk/lejligheder/aalborg/55m2-2-vaer-id-4942692
2 værelses lejlighed på 60 m²;4.647;23.835,-;Ny Kastetvej, 9000 Aalborg, Aalborg - Kælder;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-5163379
2 værelses lejlighed på 60 m²;4.647;23.835,-;Ny Kastetvej, 9000 Aalborg, Aalborg - Kælder;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-4357085
2 værelses lejlighed på 63 m²;4.650;19.100,-;Absalonsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5130679
1 værelses lejlighed på 44 m²;4.665;19.344,-;Kayerødsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/44m2-1-vaer-id-3509883
2 værelses lejlighed på 51 m²;4.675;19.100,-;Thistedvej, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/51m2-2-vaer-id-3198393
2 værelses lejlighed på 55 m²;4.682;23.810,-;Vendsysselgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/55m2-2-vaer-id-5088137
2 værelses lejlighed på 62 m²;4.683;24.265,-;Himmerlandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-5124199
2 værelses lejlighed på 51 m²;4.695;28.570,-;Søndergade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/51m2-2-vaer-id-5175585
2 værelses lejlighed på 58 m²;4.700;19.200,-;Sankt Mortens Gade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/58m2-2-vaer-id-4509906
2 værelses lejlighed på 64 m²;4.700;23.850,-;Schleppegrellsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/64m2-2-vaer-id-5174297
1 værelses lejlighed på 38 m²;4.700;10.100,-;Forchhammersvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/38m2-1-vaer-id-5164915
3 værelses lejlighed på 77 m²;4.700;24.000,-;Toldbodgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-5020246
2 værelses lejlighed på 68 m²;4.710;24.100,-;Ny Kastetvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/68m2-2-vaer-id-4513301
2 værelses lejlighed på 60 m²;4.725;24.325,-;Læsøgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-4590485
2 værelses lejlighed på 58 m²;4.741;24.205,-;Himmerlandsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/58m2-2-vaer-id-1755928
2 værelses lejlighed på 54 m²;4.750;14.800,-;Brandstrupsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/54m2-2-vaer-id-5096421
2 værelses lejlighed på 59 m²;4.790;19.760,-;Dannebrogsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/59m2-2-vaer-id-5147061
1 værelses lejlighed på 39 m²;4.795;19.780,-;Kridtsløjfen, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/39m2-1-vaer-id-5143321
2 værelses lejlighed på 43 m²;4.800;19.750,-;Ågade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/43m2-2-vaer-id-3345043
2 værelses lejlighed på 56 m²;4.800;24.371,-;Louisegade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/56m2-2-vaer-id-5161042
2 værelses lejlighed på 55 m²;4.800;19.600,-;Østre Alle, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/55m2-2-vaer-id-2651426
2 værelses lejlighed på 65 m²;4.822;24.710,-;Sjællandsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5061175
2 værelses lejlighed på 57 m²;4.850;19.800,-;Kayerødsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/57m2-2-vaer-id-2614258
2 værelses lejlighed på 52 m²;4.850;19.950,-;Myrdalstræde, 9220 Aalborg, Aalborg Øst - Stuen;https://www.boligportal.dk/lejligheder/aalborg/52m2-2-vaer-id-2909937
2 værelses lejlighed på 53 m²;4.850;23.950,-;Søndergade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/53m2-2-vaer-id-4313322
2 værelses lejlighed på 70 m²;4.859;24.895,-;Vesterbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/70m2-2-vaer-id-5136984
2 værelses lejlighed på 56 m²;4.865;24.625,-;Louisegade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/56m2-2-vaer-id-5176223
2 værelses lejlighed på 63 m²;4.875;20.050,-;Østre Alle, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5059707
2 værelses lejlighed på 56 m²;4.900;4.900,-;Hadsundvej, 9000 Aalborg, Aalborg;https://www.boligportal.dk/lejligheder/aalborg/56m2-2-vaer-id-4950592
2 værelses lejlighed på 50 m²;4.900;24.700,-;Fyrrebakken, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-5008640
2 værelses lejlighed på 56 m²;4.900;34.800,-;Sjællandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/56m2-2-vaer-id-5094811
1 værelses lejlighed på 40 m²;4.900;9.800,-;Vester Vænge Alle, 9000 Aalborg, Aalborg;https://www.boligportal.dk/lejligheder/aalborg/40m2-1-vaer-id-4472483
2 værelses lejlighed på 74 m²;4.913;23.519,-;Feggesundvej,, 9220 Aalborg, Aalborg Øst - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/74m2-2-vaer-id-5170078
2 værelses lejlighed på 56 m²;4.916;25.380,-;Helgolandsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/56m2-2-vaer-id-5145682
2 værelses lejlighed på 60 m²;4.925;25.225,-;Schleppegrellsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-5174374
2 værelses lejlighed på 57 m²;4.938;25.350,-;Kastetvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/57m2-2-vaer-id-4013394
3 værelses lejlighed på 82 m²;4.948;25.240,-;Østre Alle, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/82m2-3-vaer-id-5155165
2 værelses lejlighed på 66 m²;4.950;25.300,-;Ane Dams Gade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5168283
2 værelses lejlighed på 59 m²;4.950;20.435,-;Kastetvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/59m2-2-vaer-id-5176365
2 værelses lejlighed på 71 m²;4.950;25.750,-;Hobrovej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/71m2-2-vaer-id-5163543
2 værelses lejlighed på 61 m²;4.950;20.400,-;Vesterbro, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/61m2-2-vaer-id-4763336
2 værelses lejlighed på 61 m²;4.950;20.400,-;Vesterbro, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/61m2-2-vaer-id-4763336
2 værelses lejlighed på 68 m²;4.950;25.485,-;Hasserisgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/68m2-2-vaer-id-5033658
2 værelses lejlighed på 49 m²;4.950;24.950,-;Gertrud Rasks Vej, 9210 Aalborg, Aalborg Sø - Stuen;https://www.boligportal.dk/lejligheder/aalborg/49m2-2-vaer-id-5044947
2 værelses lejlighed på 45 m²;4.950;35.150,-;Kjellerupsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/45m2-2-vaer-id-4399691
2 værelses lejlighed på 73 m²;4.950;20.600,-;Jakob Skomager Vej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/73m2-2-vaer-id-5054784
2 værelses lejlighed på 67 m²;4.950;25.300,-;Borgergade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/67m2-2-vaer-id-5152117
2 værelses lejlighed på 63 m²;4.950;25.100,-;Slotsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-4577337
2 værelses lejlighed på 71 m²;4.950;25.750,-;Hobrovej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/71m2-2-vaer-id-5163543
2 værelses lejlighed på 88 m²;4.960;25.300,-;Algade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/88m2-2-vaer-id-5158212
2 værelses lejlighed på 63 m²;4.975;20.450,-;Borgergade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5014204
3 værelses lejlighed på 63 m²;4.975;20.600,-;Fyrrebakken , 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/63m2-3-vaer-id-5175620
1 værelses lejlighed på 50 m²;4.980;25.180,-;Myrdalstræde, 9220 Aalborg, Aalborg Øst - Stuen;https://www.boligportal.dk/lejligheder/aalborg/50m2-1-vaer-id-5176264
2 værelses lejlighed på 58 m²;4.980;25.300,-;Engvej, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/58m2-2-vaer-id-2658433
3 værelses lejlighed på 77 m²;4.985;25.425,-;Vestergade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-4643395
2 værelses lejlighed på 47 m²;4.985;20.685,-;Hadsundvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/47m2-2-vaer-id-4928266
3 værelses lejlighed på 69 m²;4.985;15.385,-;Præstevænge, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/69m2-3-vaer-id-5176719
2 værelses lejlighed på 79 m²;4.985;25.575,-;Vesterbro, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/79m2-2-vaer-id-4601022
2 værelses lejlighed på 51 m²;4.990;15.370,-;Frederiksgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/51m2-2-vaer-id-5163317
2 værelses lejlighed på 54 m²;4.990;20.560,-;Ryesgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/54m2-2-vaer-id-5106249
2 værelses lejlighed på 64 m²;4.995;25.575,-;Herluf Trolles Gade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/64m2-2-vaer-id-5171876
2 værelses lejlighed på 55 m²;4.995;20.530,-;Brettevillesgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/55m2-2-vaer-id-5176452
2 værelses lejlighed på 64 m²;4.995;25.500,-;Herluf Trolles Gade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/64m2-2-vaer-id-5034905
2 værelses lejlighed på 59 m²;4.995;20.530,-;Skovvej, 9400 Aalborg, Nørresundby - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/59m2-2-vaer-id-4954360
2 værelses lejlighed på 63 m²;4.995;25.525,-;Borgergade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5042860
2 værelses lejlighed på 50 m²;4.995;25.425,-;Sverigesgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-3732386
2 værelses lejlighed på 63 m²;4.995;25.934,-;Rantzausgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5173227
2 værelses lejlighed på 66 m²;4.995;25.375,-;Samsøgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-4596221
2 værelses lejlighed på 48 m²;4.995;20.480,-;Dannebrogsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/48m2-2-vaer-id-5175922
2 værelses lejlighed på 49 m²;4.995;20.580,-;Kayerødsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/49m2-2-vaer-id-3908238
2 værelses lejlighed på 52 m²;4.995;25.625,-;Kjellerupsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/52m2-2-vaer-id-5169232
2 værelses lejlighed på 53 m²;4.995;25.575,-;Ryesgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/53m2-2-vaer-id-4881855
2 værelses lejlighed på 50 m²;4.995;25.675,-;Revlingbakken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-5151155
2 værelses lejlighed på 67 m²;4.998;25.790,-;Læsøgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/67m2-2-vaer-id-1792781
2 værelses lejlighed på 56 m²;4.998;25.640,-;Dannebrogsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/56m2-2-vaer-id-5044591
2 værelses lejlighed på 60 m²;4.998;20.492,-;Kastetvej, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-5175923
4 værelses lejlighed på 89 m²;4.999;10.698,-;Niels Ebbesens Gade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-4-vaer-id-5150711
2 værelses lejlighed på 66 m²;5.000;25.700,-;Brettevillesgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-4826194
2 værelses lejlighed på 54 m²;5.000;20.500,-;Knudsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/54m2-2-vaer-id-4852675
2 værelses lejlighed på 58 m²;5.000;25.200,-;Danmarksgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/58m2-2-vaer-id-5088283
2 værelses lejlighed på 49 m²;5.000;20.300,-;Dannebrogsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/49m2-2-vaer-id-5156670
2 værelses lejlighed på 50 m²;5.000;35.600,-;Kayerødsgade, 9000 Aalborg, Aalborg;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-2589309
2 værelses lejlighed på 50 m²;5.000;20.350,-;Søndergade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-5161995
3 værelses lejlighed på 68 m²;5.000;20.700,-;Signalvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/68m2-3-vaer-id-4498232
2 værelses lejlighed på 50 m²;5.000;20.500,-;Vesterbro, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-2124467
2 værelses lejlighed på 60 m²;5.000;20.450,-;Langelandsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-5027761
2 værelses lejlighed på 47 m²;5.000;25.700,-;Forchhammersvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/47m2-2-vaer-id-4833964
2 værelses lejlighed på 60 m²;5.000;20.400,-;Prinsensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-734323
2 værelses lejlighed på 69 m²;5.000;15.200,-;Ane Dams Gade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/69m2-2-vaer-id-5047507
2 værelses lejlighed på 50 m²;5.000;25.400,-;Christiansgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-5045960
2 værelses lejlighed på 57 m²;5.000;20.500,-;Amalievej, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/57m2-2-vaer-id-4665048
2 værelses lejlighed på 53 m²;5.005;20.520,-;Reberbansgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/53m2-2-vaer-id-5150203
2 værelses lejlighed på 57 m²;5.005;20.670,-;Langelandsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/57m2-2-vaer-id-4924708
2 værelses lejlighed på 60 m²;5.010;25.450,-;Prinsensgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-5171842
2 værelses lejlighed på 57 m²;5.026;26.040,-;Kastetvej, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/57m2-2-vaer-id-3626539
2 værelses lejlighed på 54 m²;5.031;25.655,-;Ryesgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/54m2-2-vaer-id-5152010
2 værelses lejlighed på 77 m²;5.033;20.732,-;Skansevej, 9400 Aalborg, Nørresundby - Stuen;https://www.boligportal.dk/lejligheder/aalborg/77m2-2-vaer-id-5171417
2 værelses lejlighed på 52 m²;5.048;35.736,-;Mølndalsvej, 9400 Aalborg, Nørresundby - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/52m2-2-vaer-id-4952300
2 værelses lejlighed på 55 m²;5.050;25.750,-;Absalonsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/55m2-2-vaer-id-5175852
2 værelses lejlighed på 45 m²;5.100;26.000,-;Dannebrogsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/45m2-2-vaer-id-4714773
