Type;Rent;Move in price;Address;Link
2 værelses lejlighed på 76 m²;6.120;25.209,-;Vesterbro, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/76m2-2-vaer-id-5171930
2 værelses lejlighed på 71 m²;6.125;31.625,-;Prinsensgade, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/71m2-2-vaer-id-2626355
2 værelses lejlighed på 50 m²;6.150;31.150,-;Godsbanen, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/50m2-2-vaer-id-5174397
2 værelses lejlighed på 62 m²;6.175;31.355,-;Hasserisvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-5043634
2 værelses lejlighed på 62 m²;6.175;31.305,-;Hasserisvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-5125270
3 værelses lejlighed på 86 m²;6.193;31.463,-;Istedgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-5173533
2 værelses lejlighed på 72 m²;6.195;25.480,-;Lille Kongensgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-2-vaer-id-5166570
2 værelses lejlighed på 68 m²;6.195;25.480,-;Danmarksgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/68m2-2-vaer-id-5112343
2 værelses lejlighed på 80 m²;6.195;25.480,-;Prinsensgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/80m2-2-vaer-id-4578428
2 værelses lejlighed på 59 m²;6.200;25.300,-;Borgmestervænget, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/59m2-2-vaer-id-5021071
2 værelses lejlighed på 69 m²;6.200;31.750,-;C. W. Obels Plads, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/69m2-2-vaer-id-4048970
3 værelses lejlighed på 78 m²;6.200;25.350,-;Vestre Alle, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/78m2-3-vaer-id-4816405
2 værelses lejlighed på 71 m²;6.200;31.700,-;Riishøjsvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/71m2-2-vaer-id-5166550
2 værelses rækkehus på 70 m²;6.200;24.800,-;Fabriciusvej, 9210 Aalborg, Aalborg Sø;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/70m2-2-vaer-id-4858482
3 værelses lejlighed på 96 m²;6.200;25.310,-;Søndre Kongevej, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/96m2-3-vaer-id-4725062
2 værelses lejlighed på 58 m²;6.200;25.200,-;Schleppegrellsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/58m2-2-vaer-id-4608411
2 værelses lejlighed på 74 m²;6.200;25.500,-;Østerågade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/74m2-2-vaer-id-5121934
3 værelses lejlighed på 96 m²;6.200;25.310,-;Søndre Kongevej, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/96m2-3-vaer-id-4725062
2 værelses rækkehus på 70 m²;6.200;24.800,-;Fabriciusvej, 9210 Aalborg, Aalborg Sø;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/70m2-2-vaer-id-4858482
2 værelses lejlighed på 64 m²;6.207;31.933,-;Stationsmestervej, 9200 Aalborg, Aalborg SV - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/64m2-2-vaer-id-4822230
3 værelses lejlighed på 81 m²;6.208;31.640,-;Absalonsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/81m2-3-vaer-id-5162331
3 værelses lejlighed på 87 m²;6.209;23.429,-;Grønlands Torv,, 9210 Aalborg, Aalborg SØ - 8. sal;https://www.boligportal.dk/lejligheder/aalborg/87m2-3-vaer-id-5173058
3 værelses lejlighed på 70 m²;6.212;31.560,-;Prinsensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/70m2-3-vaer-id-5171854
3 værelses lejlighed på 76 m²;6.241;31.880,-;Brandstrupsgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/76m2-3-vaer-id-5038406
2 værelses lejlighed på 61 m²;6.245;31.948,-;Karen Blixens Vej, 9200 Aalborg, Aalborg SV;https://www.boligportal.dk/lejligheder/aalborg/61m2-2-vaer-id-5173559
3 værelses lejlighed på 66 m²;6.250;25.650,-;Dannebrogsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/66m2-3-vaer-id-5144750
2 værelses lejlighed på 68 m²;6.250;31.650,-;Blegdalsparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/68m2-2-vaer-id-5170291
2 værelses lejlighed på 71 m²;6.250;25.660,-;Kastetvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/71m2-2-vaer-id-5176416
3 værelses lejlighed på 85 m²;6.250;19.250,-;Sankt Peders Gade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-4589741
3 værelses lejlighed på 82 m²;6.279;32.296,-;Ladegårdsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/82m2-3-vaer-id-5161069
3 værelses lejlighed på 80 m²;6.290;25.860,-;Myrdalstræde, 9220 Aalborg, Aalborg Øst - Stuen;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-4211424
3 værelses lejlighed på 98 m²;6.295;32.335,-;Herluf Trolles Gade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/98m2-3-vaer-id-5037549
3 værelses lejlighed på 90 m²;6.295;32.300,-;Teglværks Alle, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5034885
2 værelses lejlighed på 60 m²;6.295;26.380,-;Herluf Trolles Gade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-4974451
2 værelses lejlighed på 80 m²;6.295;25.880,-;Vesterbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-2-vaer-id-4006699
3 værelses lejlighed på 98 m²;6.295;32.335,-;Herluf Trolles Gade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/98m2-3-vaer-id-5037549
2 værelses lejlighed på 80 m²;6.295;25.880,-;Vesterbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-2-vaer-id-4006699
3 værelses lejlighed på 73 m²;6.300;35.500,-;Niels Ebbesens Gade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/73m2-3-vaer-id-4442526
3 værelses lejlighed på 80 m²;6.300;32.500,-;Hadsundvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-2959307
3 værelses lejlighed på 92 m²;6.300;32.350,-;Prinsensgade, 9000 Aalborg, Aalborg - Kælder;https://www.boligportal.dk/lejligheder/aalborg/92m2-3-vaer-id-5142732
3 værelses lejlighed på 72 m²;6.300;38.080,-;Priorgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-3-vaer-id-5116354
3 værelses lejlighed på 65 m²;6.300;25.950,-;Hobrovej, 9200 Aalborg, Aalborg Sv - Stuen;https://www.boligportal.dk/lejligheder/aalborg/65m2-3-vaer-id-4325875
3 værelses lejlighed på 85 m²;6.300;25.900,-;valdemarsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-3780194
2 værelses lejlighed på 62 m²;6.300;6.800,-;Poul Paghs Gade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-5156385
3 værelses lejlighed på 77 m²;6.300;31.950,-;Danmarksgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-5106111
3 værelses lejlighed på 68 m²;6.310;25.840,-;Danmarksgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/68m2-3-vaer-id-4217458
3 værelses lejlighed på 79 m²;6.350;26.000,-;Christiansgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/79m2-3-vaer-id-4851095
3 værelses lejlighed på 80 m²;6.375;33.152,-;Holbergsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-5085417
1 værelses lejlighed på 53 m²;6.395;26.230,-;Kridtsløjfen, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/53m2-1-vaer-id-5143307
3 værelses lejlighed på 77 m²;6.395;26.180,-;Poul Buås Vej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/77m2-3-vaer-id-5169877
2 værelses lejlighed på 74 m²;6.395;26.380,-;Vesterbro, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/74m2-2-vaer-id-5147888
3 værelses lejlighed på 78 m²;6.400;32.600,-;Schleppegrellsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/78m2-3-vaer-id-4013670
2 værelses lejlighed på 72 m²;6.400;33.200,-;Indkilde Alle, 9210 Aalborg, Aalborg Sø;https://www.boligportal.dk/lejligheder/aalborg/72m2-2-vaer-id-4877565
2 værelses lejlighed på 72 m²;6.400;33.200,-;Indkilde Alle, 9210 Aalborg, Aalborg Sø;https://www.boligportal.dk/lejligheder/aalborg/72m2-2-vaer-id-4877565
3 værelses lejlighed på 73 m²;6.415;32.850,-;Helgolandsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/73m2-3-vaer-id-5034949
3 værelses lejlighed på 86 m²;6.423;32.715,-;Vesterbro, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-5086526
2 værelses lejlighed på 76 m²;6.432;23.342,-;Fridtjof Nansens Vej, 9210 Aalborg, Aalborg SØ - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/76m2-2-vaer-id-5139097
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5015026
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147009
2 værelses lejlighed på 65 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5147010
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147011
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147037
2 værelses lejlighed på 70 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/70m2-2-vaer-id-5147038
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147012
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147013
2 værelses lejlighed på 70 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/70m2-2-vaer-id-5147014
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147015
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147016
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147017
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147018
2 værelses lejlighed på 70 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/70m2-2-vaer-id-5147019
2 værelses lejlighed på 65 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5147031
2 værelses lejlighed på 70 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/70m2-2-vaer-id-5147034
2 værelses lejlighed på 65 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5147033
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147035
2 værelses lejlighed på 65 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5015022
2 værelses lejlighed på 65 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5147020
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147021
2 værelses lejlighed på 65 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5015025
2 værelses lejlighed på 65 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5015030
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147025
2 værelses lejlighed på 65 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-2-vaer-id-5015031
2 værelses lejlighed på 66 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/66m2-2-vaer-id-5147037
2 værelses lejlighed på 70 m²;6.435;35.328,-;Lønneparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/70m2-2-vaer-id-5147038
3 værelses lejlighed på 79 m²;6.444;32.820,-;Hobrovej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/79m2-3-vaer-id-5058145
2 værelses lejlighed på 62 m²;6.445;26.505,-;Poul Anker Bechs Vej, 9200 Aalborg, Aalborg SV - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-5159074
3 værelses lejlighed på 65 m²;6.450;39.200,-;Louisegade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-3-vaer-id-4168450
3 værelses lejlighed på 69 m²;6.450;39.200,-;Rantzausgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/69m2-3-vaer-id-2263990
3 værelses lejlighed på 94 m²;6.450;33.250,-;Hadsundvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/94m2-3-vaer-id-3465236
3 værelses lejlighed på 94 m²;6.450;33.250,-;Hadsundvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/94m2-3-vaer-id-3465236
3 værelses lejlighed på 65 m²;6.450;39.200,-;Louisegade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/65m2-3-vaer-id-4168450
2 værelses lejlighed på 61 m²;6.475;33.100,-;Karen Blixens Vej, 9200 Aalborg, Aalborg SV;https://www.boligportal.dk/lejligheder/aalborg/61m2-2-vaer-id-5173560
3 værelses lejlighed på 90 m²;6.475;26.700,-;Østre Alle, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-4929078
3 værelses lejlighed på 80 m²;6.485;33.125,-;Toldbodgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-4549326
3 værelses lejlighed på 99 m²;6.490;32.950,-;Sankt Mortens Gade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/99m2-3-vaer-id-3640702
3 værelses lejlighed på 87 m²;6.490;26.760,-;Hadsundvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/87m2-3-vaer-id-5172593
2 værelses lejlighed på 82 m²;6.495;26.680,-;Vesterbro, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/82m2-2-vaer-id-4518069
3 værelses lejlighed på 81 m²;6.495;27.080,-;Gravensgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-3-vaer-id-4458837
3 værelses lejlighed på 81 m²;6.495;26.680,-;Poul Paghsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-3-vaer-id-4812692
3 værelses lejlighed på 86 m²;6.495;26.680,-;Christiansgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-4877400
3 værelses lejlighed på 85 m²;6.495;26.780,-;Prinsensgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-5078592
4 værelses lejlighed på 104 m²;6.495;33.075,-;Læsøgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/104m2-4-vaer-id-5091845
3 værelses lejlighed på 90 m²;6.495;33.360,-;Løkkegade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5043487
3 værelses lejlighed på 74 m²;6.495;33.175,-;Sjællandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/74m2-3-vaer-id-5141443
3 værelses lejlighed på 72 m²;6.495;26.630,-;Østerbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-3-vaer-id-5148994
3 værelses lejlighed på 60 m²;6.495;26.430,-;Vestergade, 9400 Aalborg, Nørresundby - Stuen;https://www.boligportal.dk/lejligheder/aalborg/60m2-3-vaer-id-3937650
2 værelses lejlighed på 67 m²;6.498;32.990,-;Vesterbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/67m2-2-vaer-id-3578638
2 værelses lejlighed på 73 m²;6.500;26.500,-;Jakob Skomager Vej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/73m2-2-vaer-id-4952185
3 værelses lejlighed på 69 m²;6.500;33.100,-;Borgmestervænget, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/69m2-3-vaer-id-4779249
3 værelses lejlighed på 86 m²;6.500;33.100,-;Sjællandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-4645600
4 værelses lejlighed på 83 m²;6.500;20.000,-;Thorsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/83m2-4-vaer-id-4487672
3 værelses lejlighed på 71 m²;6.500;27.000,-;Østerbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/71m2-3-vaer-id-5141870
2 værelses lejlighed på 78 m²;6.500;33.184,-;Toldbodgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/78m2-2-vaer-id-5011813
2 værelses lejlighed på 81 m²;6.500;20.000,-;Vesterbro, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-2-vaer-id-5172922
3 værelses lejlighed på 71 m²;6.500;26.000,-;Reberbansgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/71m2-3-vaer-id-3808417
2 værelses lejlighed på 73 m²;6.500;33.100,-;Hobrovej, 9200 Aalborg, Aalborg Sv - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/73m2-2-vaer-id-4957429
3 værelses lejlighed på 85 m²;6.550;33.450,-;Valdemarsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-4746942
3 værelses lejlighed på 85 m²;6.550;39.705,-;Rantzausgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-4469025
3 værelses lejlighed på 85 m²;6.550;33.450,-;Valdemarsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-3-vaer-id-2592360
2 værelses lejlighed på 78 m²;6.575;27.100,-;Nørregade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/78m2-2-vaer-id-5069488
2 værelses lejlighed på 78 m²;6.575;33.925,-;Nørregade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/78m2-2-vaer-id-5056359
3 værelses lejlighed på 86 m²;6.595;27.080,-;Vesterbro, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/86m2-3-vaer-id-4014006
3 værelses lejlighed på 83 m²;6.595;27.080,-;Prinsensgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/83m2-3-vaer-id-4254158
3 værelses lejlighed på 83 m²;6.595;33.950,-;Teglværks Alle, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/83m2-3-vaer-id-5039070
3 værelses lejlighed på 80 m²;6.600;20.750,-;Snerlevej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-5173626
2 værelses lejlighed på 80 m²;6.600;33.600,-;Riishøjsvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/80m2-2-vaer-id-5142908
3 værelses lejlighed på 72 m²;6.610;33.650,-;Valdemarsgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-3-vaer-id-1912657
2 værelses lejlighed på 60 m²;6.625;33.125,-;Akvavitvej, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/60m2-2-vaer-id-5171950
2 værelses lejlighed på 80 m²;6.625;27.300,-;Fredericiagade, 9000 Aalborg, Aalborg;https://www.boligportal.dk/lejligheder/aalborg/80m2-2-vaer-id-5171189
2 værelses lejlighed på 78 m²;6.631;34.030,-;Urbansgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/78m2-2-vaer-id-5106271
3 værelses lejlighed på 97 m²;6.645;27.230,-;Jyllandsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/97m2-3-vaer-id-5126318
2 værelses lejlighed på 74 m²;6.690;27.360,-;Grønnegade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/74m2-2-vaer-id-4881088
3 værelses lejlighed på 74 m²;6.690;27.260,-;Grønnegade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/74m2-3-vaer-id-5129330
3 værelses lejlighed på 93 m²;6.690;34.200,-;Stationsvej, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-5141393
3 værelses lejlighed på 72 m²;6.695;34.075,-;Himmerlandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-3-vaer-id-4899119
2 værelses lejlighed på 72 m²;6.695;34.075,-;Himmerlandsgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-2-vaer-id-4819215
3 værelses lejlighed på 88 m²;6.700;34.500,-;Læsøgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/88m2-3-vaer-id-5143817
3 værelses lejlighed på 106 m²;6.700;34.300,-;Vesterbro, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/106m2-3-vaer-id-5099119
3 værelses lejlighed på 98 m²;6.700;27.200,-;John F. Kennedys Pl., 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/98m2-3-vaer-id-3134933
3 værelses lejlighed på 81 m²;6.721;34.357,-;Poul Paghs Gade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/81m2-3-vaer-id-5165811
2 værelses lejlighed på 62 m²;6.745;27.610,-;Fyensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/62m2-2-vaer-id-5156396
3 værelses lejlighed på 74 m²;6.750;27.600,-;Ny Kastetvej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/74m2-3-vaer-id-5127884
2 værelses lejlighed på 63 m²;6.750;34.200,-;Vesterå, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/63m2-2-vaer-id-5150859
3 værelses lejlighed på 71 m²;6.773;34.465,-;Hasserisvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/71m2-3-vaer-id-5125328
2 værelses lejlighed på 108 m²;6.775;34.840,-;Jeppe Åkjærs Vej, 9200 Aalborg, Aalborg SV - Stuen;https://www.boligportal.dk/lejligheder/aalborg/108m2-2-vaer-id-5113953
